index,timestamp,body1,body2,body3,body1_ratio,body3_ratio,body_avg_outer,body_avg_outer_ratio,range1,range2,range3,range_ratio_1_to_2,range_ratio_3_to_2,upper_tail1,lower_tail1,upper_tail2,lower_tail2,upper_tail3,lower_tail3,middle_high,middle_low,middle_point,middle_close,middle_open,middle_is_bullish,candle1_is_bullish,candle3_is_bullish,is_doji_1,is_doji_2,is_doji_3,max_upside,max_downside,larger_move
129,2025-05-05 21:18:23.820324,6.612029976247868,26.123559980202117,3.6630801331994007,0.2531060078051702,0.14022132266718187,5.137555054723634,0.19666366523617604,199.75334607060358,89.24901382657117,194.7019147240644,2.2381574597425202,2.1815581637956187,98.69162897278875,94.44968712156697,13.473462164678494,49.65199168169056,97.57782161984505,93.46101297101995,44622.967178054176,44533.718164227605,44578.34267114089,44583.370155909295,44609.4937158895,False,False,True,True,False,True,2225.405866389803,364.28200091838517,UP
132,2025-05-05 22:03:23.820324,8.972724547835242,22.012129226364777,10.186694341449765,0.4076263797819369,0.4627764191593409,9.579709444642504,0.4352013994706389,161.41590741091932,123.72643225683714,159.2887921916481,1.3046194290630202,1.2874273450396512,91.20144993116992,61.24173293191416,12.442170658512623,89.27213237195974,122.77035695480299,26.331740895395342,44451.98898337877,44328.26255112193,44390.12576725035,44417.53468349389,44439.546812720255,False,False,True,True,False,True,2413.6227702803444,176.06509702784388,UP
141,2025-05-06 00:18:23.820324,0.37187109242222505,15.217052579886513,7.163216685774387,0.02443778717790291,0.4707361460551521,3.767543889098306,0.24758696661652752,134.4470051567405,81.33675120092812,119.99836383676302,1.6529674860582129,1.4753277216633376,40.71285578097013,93.36227828334813,6.5426324002910405,59.57706622075057,75.9740170481964,36.86113010279223,44510.5118837375,44429.17513253657,44469.84350813703,44503.96925133721,44488.75219875732,True,False,False,True,False,True,2333.90502939366,255.7828379145285,UP
161,2025-05-06 05:18:23.820324,14.68163000941422,29.885480958888365,7.16422802748275,0.4912629657729399,0.23972269468703353,10.922929018448485,0.3654928302299867,100.43316203614086,107.10526504295558,86.61022112341743,0.937705181868148,0.8086457849544706,55.98562276783923,29.765909258887405,77.21978408406721,0.0,72.61165752931265,6.8343355666220305,44556.19773750988,44449.092472466924,44502.645104988405,44478.97795342581,44449.092472466924,True,True,True,False,False,True,2301.103432542288,74.68508393948287,UP
163,2025-05-06 05:48:23.820324,7.16422802748275,17.903648939471168,2.946584936500585,0.4001546305841699,0.164580133718128,5.0554064819916675,0.2823673821511489,86.61022112341743,125.2916521188381,88.96442195745476,0.6912688886987327,0.7100586547703333,72.61165752931265,6.8343355666220305,31.149129598241416,76.23887358112552,45.89759707023768,40.120239950716496,44553.25167316776,44427.96002104892,44490.60584710834,44504.19889463005,44522.10254356952,False,True,True,True,False,True,2313.1426904223554,-14.182977253483841,UP
206,2025-05-06 16:33:23.820324,2.919039575092029,32.74887287621095,9.865231790434336,0.08913404702891142,0.30123881904957167,6.392135682763183,0.19518643303924155,129.44039251583308,150.63723306110478,147.8244732995954,0.8592855158414031,0.9813275927581039,114.96989716708049,11.551455773660564,39.743101491949346,78.14525869294448,111.99736039834534,25.96188111081574,44886.62904615595,44735.99181309484,44811.310429625395,44814.13707178779,44846.885944664,False,False,False,True,False,True,1992.4381079052982,-49.71792404455482,UP
208,2025-05-06 17:03:23.820324,9.865231790434336,25.0146299963817,1.6216916614866932,0.3943784813871449,0.06482972811195954,5.743461725960515,0.2296041047495522,147.8244732995954,130.15780861281382,145.92146738626616,1.1357326531159986,1.12111189441077,111.99736039834534,25.96188111081574,105.14317861643212,0.0,121.62496811051824,22.674807614261226,44991.186162282764,44861.02835366995,44926.10725797636,44886.04298366633,44861.02835366995,True,False,True,True,False,True,1877.6412795543365,18.732481894126977,UP
245,2025-05-07 02:18:23.820324,5.667055903890287,29.97007519898034,3.1682689439112437,0.18909047996259598,0.10571441422406029,4.417662423900765,0.14740244709332814,204.0743299286114,161.13340232900373,136.04857215808443,1.2664930236620366,0.8443225935259477,117.00629754060355,81.40097648411756,109.95756059749692,21.205766532526468,24.91547222864756,107.96483098552562,45331.368074148326,45170.23467181932,45250.80137298383,45221.41051355083,45191.44043835185,True,True,True,True,False,True,1552.9471645468657,343.4265969015978,UP
259,2025-05-07 05:48:23.820324,13.933732810866786,35.674018059144146,12.612976654287195,0.39058490097095244,0.353561985458887,13.27335473257699,0.37207344321491975,132.51194912899518,112.65342374973989,135.7861309350119,1.1762798210498342,1.205344022536425,93.88644053364987,24.691775784478523,2.727184072122327,74.25222161847341,73.79420141139417,49.37895286933053,45525.668017945995,45413.014594196255,45469.341306071125,45487.26681581473,45522.94083387387,False,False,True,False,False,True,1334.4072314595687,644.4509478603577,UP
266,2025-05-07 07:33:23.820324,2.4354045490690623,33.535920679998526,2.7793101605202537,0.07262077496866173,0.08287561826736692,2.607357354794658,0.07774819661801433,24.04961502579681,123.89947568088974,178.03060646838276,0.1941058660146229,1.4368955598077822,15.917539785281406,5.696670691446343,13.524024386548263,76.83953061434295,72.67120312537736,102.58009318248514,45195.799395837,45071.89992015611,45133.84965799656,45148.73945077045,45182.27537145045,False,True,False,False,False,True,1669.8988795341356,308.9592997857908,UP
279,2025-05-07 10:48:23.820324,10.07943363164668,34.422897475989885,14.138745318472502,0.29281188890845483,0.4107366420370143,12.10908947505959,0.3517742654727346,161.91020834189112,109.99540253446321,41.929975311686576,1.4719725062250872,0.38119752594704387,80.14305766702455,71.68771704321989,22.369177214342926,53.2033278441304,7.451439929143817,20.339790064070257,45101.580517683375,44991.58511514891,45046.58281641614,45044.78844299304,45079.21134046903,False,False,True,True,False,False,1757.1657211145503,221.69245820537617,UP
288,2025-05-07 13:03:23.820324,2.4523012141289655,18.661298555205576,0.5179610054983641,0.1314110701821924,0.027755892976369465,1.4851311098136648,0.07958348157928093,165.94261519431893,242.74953088195616,168.03692470462556,0.6835960283483029,0.6922234786370742,34.362164631638734,129.12814934855123,129.52662156964652,94.56161075710406,131.67330969298928,35.84565400613792,45323.36560445013,45080.61607356818,45201.99083900916,45193.83898288049,45175.17768432528,True,False,True,True,True,True,1601.7576985215346,377.1004807983918,UP
290,2025-05-07 13:33:23.820324,0.5179610054983641,23.83038068345195,3.9376535639894428,0.021735322334067508,0.16523670420102807,2.2278072847439034,0.09348601326754778,168.03692470462556,110.8765034075841,149.06703272908635,1.515532322361562,1.344442042703251,131.67330969298928,35.84565400613792,53.484668930919725,33.56145379321242,70.99902943980851,74.1303497252884,45217.575409515346,45106.69890610776,45162.13715781155,45140.260359900974,45164.09074058443,False,True,True,True,False,True,1641.6113797191429,337.24679960078356,UP
296,2025-05-07 15:03:23.820324,12.238260755235387,31.167471573971852,8.470769490777457,0.3926613272491322,0.2717823764007681,10.354515123006422,0.3322218518249501,136.3667158239041,158.66247838307027,79.49690106602065,0.8594767787167933,0.5010441150054744,19.295187794647063,104.83326727402164,26.29940269744111,101.1956041116573,38.64845097002399,32.37768060521921,45228.2710336702,45069.60855528713,45148.93979447866,45170.80415939879,45201.97163097276,False,True,False,True,False,False,1654.8087430520318,324.04943626789463,UP
301,2025-05-07 16:18:23.820324,3.1028190788128995,29.349571935694257,3.0394906384244678,0.10571939807542216,0.10356166846603684,3.0711548586186836,0.1046405332707295,192.3883547014775,131.76188129835646,162.28088377394306,1.460121491934688,1.2316223946930491,134.67602020739287,54.609515415271744,70.2972537852329,32.1150555774293,81.26146424847684,77.97992888704175,45301.67125560909,45169.90937431074,45235.790314959915,45202.024429888166,45231.37400182386,False,True,True,True,False,True,1567.9582225707782,410.89995674914826,UP
303,2025-05-07 16:48:23.820324,3.0394906384244678,28.69543404741853,7.036448404258408,0.10592244861680018,0.24521142954767097,5.037969521341438,0.17556693908223558,162.28088377394306,82.45675407884846,81.06228775965428,1.9680726653242202,0.9830885130663677,81.26146424847684,77.97992888704175,41.258647597896925,12.502672433533007,51.18448662757146,22.841352727824415,45338.14833968401,45255.691585605164,45296.91996264459,45296.889692086115,45268.1942580387,True,True,False,True,False,True,1506.8285748861017,472.0296044338247,UP
309,2025-05-07 18:18:23.820324,4.134012006405101,10.740830176931922,0.6699248938457458,0.38488756812147695,0.06237179834427913,2.4019684501254233,0.22362968323287805,43.21203707982204,36.83192320221133,95.77642111006571,1.1732223930470094,2.600364379134985,16.706917281466303,22.371107791950635,26.091093025279406,0.0,77.24922566856549,17.85727054765448,45407.81677288824,45370.98484968603,45389.40081128714,45381.72567986296,45370.98484968603,True,True,True,True,False,True,1414.3477262435554,564.510453076371,UP
341,2025-05-08 02:18:23.820324,11.506497454523924,33.27409275453829,4.983530261706619,0.34580950228776836,0.14977208540199524,8.245013858115271,0.24779079384488178,116.22880882902246,166.99018671544763,181.8498336902412,0.6960217909515671,1.0889851509664727,104.72231137449853,0.0,24.593326363014057,109.12276759789529,80.79930875193531,96.06699467659928,45811.53011607576,45644.53992936031,45728.03502271803,45753.66269695821,45786.936789712745,False,True,False,True,False,True,1075.7135148126617,903.1446645072647,UP
343,2025-05-08 02:48:23.820324,4.983530261706619,31.303509230172494,14.850685782483197,0.1592003703183267,0.47440961565322126,9.917108022094908,0.31680499298577397,181.8498336902412,236.55513999726827,36.92173764117615,0.7687418404535248,0.1560808936199929,80.79930875193531,96.06699467659928,118.44691344313469,86.80471732396109,4.4541116683976725,17.61694019029528,45856.8777823571,45620.32264235983,45738.60021235846,45738.430868913965,45707.12735968379,True,False,False,True,False,False,1065.1483251722311,913.7098541476953,UP
357,2025-05-08 06:18:23.820324,4.508306434072438,12.715342002731632,2.1574527753400616,0.35455644316164836,0.16967320067966532,3.3328796047062497,0.2621148219206568,187.0348597010743,147.15421576604422,156.98276679169066,1.2710125817831481,1.0667908219583226,62.413778872687544,120.11277439431433,90.45847223993042,43.98040152338217,35.2783339723901,119.5469800439605,45651.46096219899,45504.30674643294,45577.883854315965,45561.00248995906,45548.287147956325,True,False,False,True,True,True,1225.8646832147278,752.9934961051986,UP
364,2025-05-08 08:03:23.820324,6.621874722426583,33.2590637013127,14.729441167015466,0.19909985385924212,0.4428699887433726,10.675657944721024,0.32098492130130735,83.51366226453683,112.42292911851837,216.67194363822637,0.7428525739308496,1.927293171749748,0.0,76.89178754211025,55.96949755214155,23.194367865064123,94.28578652266151,107.65671594854939,45833.114631455974,45720.691702337455,45776.903166896715,45743.88607020252,45777.14513390383,False,False,True,True,False,True,1026.8453706339787,952.0128086859477,UP
369,2025-05-08 09:18:23.820324,7.345414578609052,36.41828768364212,13.724544727418106,0.20169577005973202,0.3768585949630661,10.534979653013579,0.2892771825113991,175.79327799202292,80.5755592679634,158.95291538254241,2.181719613107517,1.9727187353912865,89.42343645188521,79.02442696152866,44.15727158432128,0.0,51.35698447954201,93.8713861755823,45737.304758227605,45656.72919895964,45697.01697859362,45693.14748664328,45656.72919895964,True,False,True,True,False,True,1106.73155893707,872.1266203828563,UP
381,2025-05-08 12:18:23.820324,1.4876065051212208,13.296210971770051,4.396221338036412,0.11188198715255374,0.330637152747522,2.9419139215788164,0.22125956995003784,74.24898007380398,125.0864466064013,164.53089121562516,0.5935813358535703,1.3153374780350127,46.425090319920855,26.3362832487619,64.9562910853565,46.83394454927475,26.496673187604756,133.637996689984,46140.55773081623,46015.47128420983,46078.01450751303,46075.601439730875,46062.305228759105,True,True,False,True,False,True,725.7340300176656,1253.1241493022608,DOWN
448,2025-05-09 05:03:23.820324,0.8837809466131148,24.71072240295325,7.396475348941749,0.035765079312593935,0.2993225057660708,4.140128147777432,0.16754379253933235,104.6393404334085,100.32778378905641,122.0981640358732,1.0429747023358686,1.2169925361113325,34.529811086002155,69.22574840079324,70.15327760597575,5.4637837801274145,4.079066568869166,110.62262211806228,46206.20441041357,46105.876626624515,46156.04051851905,46136.051132807595,46111.34041040464,True,True,False,True,False,True,1917.1543753299702,1331.1501603082797,UP
454,2025-05-09 06:33:23.820324,5.281338704335212,23.969420437075314,0.020099208006286062,0.22033652078488167,0.0008385354188704997,2.650718956170749,0.11058752810187608,131.07067972808727,31.53956660959375,48.89077299943165,4.155753988332167,1.5501409263042945,99.05162478222337,26.737716241528688,0.0,7.5701461725184345,22.96136557151476,25.9093082199106,46086.81320906017,46055.27364245058,46071.04342575537,46062.8437886231,46086.81320906017,False,False,False,True,False,True,2002.1514680936452,1246.1530675446047,UP
458,2025-05-09 07:33:23.820324,8.871074552007485,33.5642738745446,7.415497765490727,0.2643011013783729,0.22093425268808503,8.143286158749106,0.24261767703322898,205.75269506573386,134.5335792754704,183.62265289264906,1.5293779900439242,1.3648834282232547,81.89532424095523,114.98629627277114,64.90151151306054,36.067793887865264,104.77474887621793,71.4324062509404,45995.17598178702,45860.64240251155,45927.90919214928,45896.710196399414,45930.27447027396,False,False,False,True,False,True,2145.285701699737,1103.0188339385131,UP
461,2025-05-09 08:18:23.820324,9.530097083385044,31.967113713886647,1.1220298838888993,0.29812191268444516,0.035099505508421454,5.326063483636972,0.1666107090964333,17.30144664686668,58.69924935806921,160.77213615643996,0.29474732362123984,2.738912982953488,0.0,7.771349563481635,0.0,26.732135644182563,81.58430648776266,78.0657997847884,45988.06777649539,45929.36852713732,45958.718151816356,45956.1006627815,45988.06777649539,False,False,False,False,False,True,2175.302379279521,1133.8277936055892,UP
466,2025-05-09 09:33:23.820324,2.7205132687158766,21.10701185391372,3.435365336437826,0.12889144553218373,0.16275943559489836,3.0779393025768513,0.14582544056354105,143.94033627750468,165.57492370051477,138.84819104072812,0.8693365701792993,0.8385822438418943,18.72394421554054,122.49587879324827,133.53698076346336,10.930931083137693,31.662928914614895,103.7498967896754,46082.40863648687,45916.833712786356,45999.62117463662,45948.87165572341,45927.764643869494,True,False,True,True,False,True,2331.92892602786,1174.7308164258502,UP
540,2025-05-10 04:03:23.820324,3.1958058066593367,34.0660013148663,16.89613615784765,0.09381217880904316,0.4959823726207111,10.045970982253493,0.2948972757148771,218.53749062293355,115.08700102596049,208.86212721398624,1.8988894373365195,1.8148194440036947,121.81827619480464,93.52340862146957,72.89956505915325,8.121434651940945,111.36277714584139,80.6032139102972,45316.16460970986,45201.077608683896,45258.62110919687,45243.2650446507,45209.19904333584,True,True,True,True,False,True,3643.8071950885933,433.7307509861057,UP
551,2025-05-10 06:48:23.820324,1.374609851554851,12.305119070741057,0.7665735962291365,0.11171040634814981,0.062297129497258144,1.0705917238919938,0.08700376792270398,71.5591489757644,88.11626040506962,121.70912444635906,0.8120992498638465,1.381233428278315,1.2891251893088338,68.89541393490072,64.4112319814958,11.399909352832765,106.26992171786696,14.672629132262955,45163.031780268866,45074.9155198638,45118.97365006633,45098.62054828737,45086.31542921663,True,True,False,True,False,True,3997.477972667788,294.0832918555607,UP
563,2025-05-10 09:48:23.820324,5.964936109747214,34.237501206567686,6.154585914322524,0.17422229717520904,0.17976153917278015,6.059761012034869,0.1769919181739946,209.23713628420228,148.30331576622848,126.02669475601579,1.4108729478039734,0.8497901352028603,74.13977435661218,129.1324258178429,8.895694118116808,105.17012044154399,6.860146452956542,113.01196238873672,45382.64703819764,45234.34372243141,45308.495380314525,45339.513842872955,45373.75134407952,False,False,True,True,False,True,3912.3870204556224,483.60502210375853,UP
566,2025-05-10 10:33:23.820324,6.025942936765205,29.72439653018955,2.779615490224387,0.2027271749872184,0.09351293263098794,4.402779213494796,0.14812005380910317,178.443718646653,164.79546889686026,146.6855434504978,1.0828193265333934,0.8901066542205912,79.0372278421637,93.38054786772409,0.0,135.0710723666707,43.48689457395085,100.41903338632255,45288.71978775394,45123.924318857076,45206.32205330551,45258.99539122375,45288.71978775394,False,True,False,True,False,True,4014.5603474646414,381.43169509473955,UP
582,2025-05-10 14:33:23.820324,9.020423539906915,26.983269737778755,3.1910864584569936,0.3342969042509179,0.11826166693168452,6.105754999181954,0.2262792855913012,98.62487259896443,33.746128590166336,239.57763081862504,2.922553688949785,7.099410831037912,78.53243239704898,11.072016662008537,0.0,6.7628588523875806,124.17904665475362,112.20749770541443,45200.39790757194,45166.65177898177,45183.52484327686,45173.41463783416,45200.39790757194,False,True,False,True,False,True,4037.357557493291,358.63448506608984,UP
595,2025-05-10 17:48:23.820324,5.658590230887057,33.108177418558626,4.0674163786679856,0.17091216346192353,0.1228523191490455,4.863003304777521,0.14688224130548452,141.72911150490108,166.93063361520035,48.372110702170176,0.8490299739208295,0.28977372010505276,27.322302284723264,108.74821898929076,11.368245268669853,122.45421092797187,26.540142984391423,17.764551339110767,45391.68369869676,45224.75306508156,45308.218381889164,45347.20727600953,45380.31545342809,False,True,True,True,False,True,3912.6640188809833,483.3280236783976,UP
655,2025-05-11 08:48:23.820324,6.281405795591127,25.6437511933691,12.263122495511197,0.24494878881898363,0.4782109451554095,9.272264145551162,0.3615798669871966,125.0641035056833,190.28448683249735,163.0122992554825,0.6572480268229858,0.8566767683956188,0.0,118.78269771009218,126.45971150307741,38.18102413605084,116.74560299915902,34.00357376081229,45864.57532270126,45674.290835868764,45769.43307928501,45738.11561119818,45712.471860004815,True,False,False,True,False,True,4550.261046006031,944.5427210742419,UP
657,2025-05-11 09:18:23.820324,12.263122495511197,35.978040513749875,7.6900296194216935,0.34085020530299726,0.2137423136338613,9.976576057466445,0.2772962594684293,163.0122992554825,188.91994076883566,73.838740137282,0.862864441901059,0.3908467250031156,116.74560299915902,34.00357376081229,80.71602257762424,72.22587767746154,30.815600337315118,35.33311018054519,45856.85450224504,45667.934561476206,45762.39453186063,45740.16043915367,45776.13847966742,False,False,False,True,False,False,4557.299593430413,937.5041736498606,UP
675,2025-05-11 13:48:23.820324,1.87714984073682,23.674530168180354,3.297983601500164,0.07928984555984113,0.13930513417042606,2.587566721118492,0.1092974898651336,95.68417053882149,159.59452233854972,183.64955375158024,0.5995454551744924,1.150725921294481,45.333652650297154,48.47336804778752,118.03755927757447,17.882432892794895,63.152662712738675,117.1989074373414,45453.3746819765,45293.78015963795,45373.577420807225,45335.337122698926,45311.662592530745,True,False,False,True,False,True,5170.928284770169,548.6870625964584,UP
684,2025-05-11 16:03:23.820324,15.010873944302148,33.47457596894674,10.317541812510171,0.4484261117520127,0.30822023920725433,12.66420787840616,0.3783231754796335,111.47615652949753,182.30844784039073,144.34651994158776,0.6114700544600864,0.7917708787031182,69.44708245257789,27.018200132617494,72.9701376321973,75.8637342392467,1.9406234880661941,132.0883546410114,45534.65162022193,45352.34317238154,45443.49739630173,45428.206906620784,45461.68148258973,False,False,False,False,False,True,5101.008309275661,618.607038090966,UP
689,2025-05-11 17:18:23.820324,13.289981595167774,31.398462644807296,2.9153342817662633,0.4232685448809922,0.09284958676944662,8.102657938467019,0.2580590658252194,80.91566865995264,151.17065566091333,248.36173845351732,0.5352604201271199,1.642922942734406,0.0,67.62568706478487,90.37345394368458,29.39873907242145,109.0286520225709,136.41775214918016,45642.27414437453,45491.10348871362,45566.688816544076,45520.50222778604,45551.90069043085,False,False,False,False,False,True,4977.816889033318,741.7984583333091,UP
691,2025-05-11 17:48:23.820324,2.9153342817662633,22.838500686404586,1.9577151783305453,0.12764998551335366,0.08571995181347186,2.4365247300484043,0.10668496866341277,248.36173845351732,153.71288288388314,64.42867642601777,1.6157509624039337,0.41914948973202265,109.0286520225709,136.41775214918016,97.74154662164074,33.13283557583782,2.3284075644332916,60.14255368325394,45675.5238837755,45521.81100089162,45598.667442333564,45577.78233715386,45554.94383646746,True,False,False,True,False,True,4945.83826324383,773.7770841227975,UP
713,2025-05-11 23:18:23.820324,14.323619708637125,28.860816236119717,12.734823993348982,0.496299882562258,0.4412496129409941,13.529221850993054,0.46877474775162603,72.40499265238032,235.71390726749814,130.6782385571205,0.3071731892773389,0.5543934173083019,35.174334907314915,22.907038036428276,100.36306986258569,106.49002116879274,67.14829427697987,50.795120286791644,45542.73390235789,45307.01999509039,45424.87694872414,45413.510016259184,45442.370832495304,False,True,True,False,False,True,5119.628756853257,599.9865905133702,UP
721,2025-05-12 01:18:23.820324,11.22896140829107,23.057872917779605,3.3852717622721684,0.48699034157797677,0.14681630757283914,7.307116585281619,0.316903324575408,155.9785265658138,89.8019458874478,250.42989872491307,1.736917001345468,2.7886912276799256,37.085499991422694,107.66406516610004,17.26742774630111,49.476645223367086,125.27684066262736,121.76778630001354,45431.175461383435,45341.37351549599,45386.27448843971,45390.850160719354,45413.90803363713,False,False,False,True,False,True,5158.231217137683,561.3841302289438,UP
723,2025-05-12 01:48:23.820324,3.3852717622721684,26.636102221695182,3.9017484302457888,0.12709336126195125,0.1464834605968663,3.6435100962589786,0.13678841092940877,250.42989872491307,102.50544141207502,261.07204975908826,2.443088828018185,2.546909180260691,125.27684066262736,121.76778630001354,53.6977852647251,22.171553925654734,132.30082435475197,124.8694769740905,45406.1008489401,45303.595407528024,45354.848128234065,45352.403063675374,45325.76696145368,True,False,True,True,False,True,5189.657577343329,529.9577700232985,UP
736,2025-05-12 05:03:23.820324,9.800200626123114,28.91259129964601,2.827477537597588,0.3389596084472409,0.09779398561318874,6.313839081860351,0.21837679703021481,194.12061360689404,147.1055694698589,156.9966452700828,1.3196007078893657,1.0672379423557483,134.90442195825017,49.41599102252076,118.19297817021288,0.0,31.396503036943614,122.77266469554161,45400.97177318225,45253.866203712394,45327.41898844732,45282.77879501204,45253.866203712394,True,True,True,True,False,True,5259.730048005367,502.52863023655664,UP
738,2025-05-12 05:33:23.820324,2.827477537597588,30.901006615276856,6.05453059195861,0.09150114663901396,0.19593311853360038,4.441004064778099,0.14371713258630717,156.9966452700828,209.35924970442284,222.9255397424422,0.7498911344577969,1.0647990956080158,31.396503036943614,122.77266469554161,73.54605137462204,104.91219171452394,94.24788301731314,122.62312613317044,45570.185875900796,45360.82662619637,45465.50625104859,45465.7388179109,45496.63982452617,False,True,False,True,False,True,5162.380120086062,640.6158928378209,UP
740,2025-05-12 06:03:23.820324,6.05453059195861,22.923740502737928,10.807507206176524,0.2641161721070555,0.4714547874456053,8.431018899067567,0.3677854797763304,222.9255397424422,186.17266838937212,56.45723285634449,1.1974128193522102,0.30325199367216793,94.24788301731314,122.62312613317044,104.00472464034829,59.244203246285906,0.4546945759066148,45.19503107426135,45516.13668077674,45329.96401238737,45423.05034658205,45412.13195613639,45389.208215633655,True,False,False,True,False,False,5249.998407729865,598.1599883712843,UP
747,2025-05-12 07:48:23.820324,13.15995160334569,35.00155332448048,4.694550253916532,0.37598193089737736,0.13412405473539685,8.92725092863111,0.2550529928163871,89.4806876433504,136.52072012919962,90.01032999379822,0.6554366806640649,0.6593162555003725,62.67424131299049,13.646494727014215,88.02057079127553,13.498596013443603,19.330945714718837,65.98483402516285,45364.15918349862,45227.63846336942,45295.89882343402,45241.13705938286,45276.13861270734,False,False,False,False,False,True,5377.149930877895,471.00846522325446,UP
